id,doi,title,publication_year,topics,display_name,authorships,cited_by_count,keywords,grants,subfield,source,target,source_field,target_field
https://openalex.org/W1988375268,https://doi.org/10.1016/0022-2496(67)90052-1,Process models and stochastic theories of simple concept formation,1967,"b'[{""id"":""https://openalex.org/T13083"",""display_name"":""Advanced Text Analysis Techniques"",""score"":0.988,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T11516"",""display_name"":""Visual and Cognitive Learning Processes"",""score"":0.9849,""subfield"":{""id"":""https://openalex.org/subfields/3205"",""display_name"":""Experimental and Cognitive Psychology""},""field"":{""id"":""https://openalex.org/fields/32"",""display_name"":""Psychology""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T14394"",""display_name"":""Cognitive Science and Education Research"",""score"":0.9207,""subfield"":{""id"":""https://openalex.org/subfields/2805"",""display_name"":""Cognitive Neuroscience""},""field"":{""id"":""https://openalex.org/fields/28"",""display_name"":""Neuroscience""},""domain"":{""id"":""https://openalex.org/domains/1"",""display_name"":""Life Sciences""}}]'",Process models and stochastic theories of simple concept formation,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5036841877"",""display_name"":""Lee W. Gregg"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""L.W. Gregg"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""H.A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",136,"b'[{""id"":""https://openalex.org/keywords/stochastic-modelling"",""display_name"":""Stochastic modelling"",""score"":0.5557557}]'",b'[]',"b'[""Experimental and Cognitive Psychology"",""Cognitive Neuroscience"",""Artificial Intelligence""]'",Developmental and Educational Psychology,Experimental and Cognitive Psychology,Psychology,Psychology
https://openalex.org/W1988375268,https://doi.org/10.1016/0022-2496(67)90052-1,Process models and stochastic theories of simple concept formation,1967,"b'[{""id"":""https://openalex.org/T13083"",""display_name"":""Advanced Text Analysis Techniques"",""score"":0.988,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T11516"",""display_name"":""Visual and Cognitive Learning Processes"",""score"":0.9849,""subfield"":{""id"":""https://openalex.org/subfields/3205"",""display_name"":""Experimental and Cognitive Psychology""},""field"":{""id"":""https://openalex.org/fields/32"",""display_name"":""Psychology""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T14394"",""display_name"":""Cognitive Science and Education Research"",""score"":0.9207,""subfield"":{""id"":""https://openalex.org/subfields/2805"",""display_name"":""Cognitive Neuroscience""},""field"":{""id"":""https://openalex.org/fields/28"",""display_name"":""Neuroscience""},""domain"":{""id"":""https://openalex.org/domains/1"",""display_name"":""Life Sciences""}}]'",Process models and stochastic theories of simple concept formation,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5036841877"",""display_name"":""Lee W. Gregg"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""L.W. Gregg"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""H.A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",136,"b'[{""id"":""https://openalex.org/keywords/stochastic-modelling"",""display_name"":""Stochastic modelling"",""score"":0.5557557}]'",b'[]',"b'[""Experimental and Cognitive Psychology"",""Cognitive Neuroscience"",""Artificial Intelligence""]'",Developmental and Educational Psychology,Experimental and Cognitive Psychology,Psychology,Psychology
https://openalex.org/W1988375268,https://doi.org/10.1016/0022-2496(67)90052-1,Process models and stochastic theories of simple concept formation,1967,"b'[{""id"":""https://openalex.org/T13083"",""display_name"":""Advanced Text Analysis Techniques"",""score"":0.988,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T11516"",""display_name"":""Visual and Cognitive Learning Processes"",""score"":0.9849,""subfield"":{""id"":""https://openalex.org/subfields/3205"",""display_name"":""Experimental and Cognitive Psychology""},""field"":{""id"":""https://openalex.org/fields/32"",""display_name"":""Psychology""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T14394"",""display_name"":""Cognitive Science and Education Research"",""score"":0.9207,""subfield"":{""id"":""https://openalex.org/subfields/2805"",""display_name"":""Cognitive Neuroscience""},""field"":{""id"":""https://openalex.org/fields/28"",""display_name"":""Neuroscience""},""domain"":{""id"":""https://openalex.org/domains/1"",""display_name"":""Life Sciences""}}]'",Process models and stochastic theories of simple concept formation,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5036841877"",""display_name"":""Lee W. Gregg"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""L.W. Gregg"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""H.A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",136,"b'[{""id"":""https://openalex.org/keywords/stochastic-modelling"",""display_name"":""Stochastic modelling"",""score"":0.5557557}]'",b'[]',"b'[""Experimental and Cognitive Psychology"",""Cognitive Neuroscience"",""Artificial Intelligence""]'",Developmental and Educational Psychology,Experimental and Cognitive Psychology,Psychology,Psychology
https://openalex.org/W2333753781,https://doi.org/10.2307/974005,Administrative Decision Making,1965,"b'[{""id"":""https://openalex.org/T10797"",""display_name"":""Accounting and Organizational Management"",""score"":0.1999,""subfield"":{""id"":""https://openalex.org/subfields/1404"",""display_name"":""Management Information Systems""},""field"":{""id"":""https://openalex.org/fields/14"",""display_name"":""Business, Management and Accounting""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Administrative Decision Making,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology\\u2020""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology\\u2020"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",136,b'[]',b'[]',"b'[""Management Information Systems""]'",Economics and Econometrics,Experimental and Cognitive Psychology,"Economics, Econometrics and Finance",Psychology
https://openalex.org/W2039620908,https://doi.org/10.1086/260194,Interpretations of Departures from the Pareto Curve Firm-Size Distributions,1974,"b'[{""id"":""https://openalex.org/T12851"",""display_name"":""Firm Innovation and Growth"",""score"":0.9962,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11270"",""display_name"":""Complex Systems and Time Series Analysis"",""score"":0.994,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T12137"",""display_name"":""Economic theories and models"",""score"":0.9767,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Interpretations of Departures from the Pareto Curve Firm-Size Distributions,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5064203594"",""display_name"":""Yuji Ijiri"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Yuji Ijiri"",""raw_affiliation_strings"":[],""affiliations"":[]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",125,b'[]',b'[]',"b'[""Economics and Econometrics""]'",Developmental and Educational Psychology,Economics and Econometrics,Psychology,"Economics, Econometrics and Finance"
https://openalex.org/W1964736801,https://doi.org/10.1007/bf02289136,A comparison of game theory and learning theory,1956,"b'[{""id"":""https://openalex.org/T10315"",""display_name"":""Decision-Making and Behavioral Economics"",""score"":0.9884,""subfield"":{""id"":""https://openalex.org/subfields/1800"",""display_name"":""General Decision Sciences""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11031"",""display_name"":""Game Theory and Applications"",""score"":0.9761,""subfield"":{""id"":""https://openalex.org/subfields/1803"",""display_name"":""Management Science and Operations Research""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11810"",""display_name"":""Complex Systems and Decision Making"",""score"":0.9666,""subfield"":{""id"":""https://openalex.org/subfields/1803"",""display_name"":""Management Science and Operations Research""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",A comparison of game theory and learning theory,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology, USA"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",119,"b'[{""id"":""https://openalex.org/keywords/bounded-rationality"",""display_name"":""Bounded rationality"",""score"":0.41152513}]'",b'[]',"b'[""General Decision Sciences"",""Management Science and Operations Research""]'",Computer Science Applications,Sociology and Political Science,Computer Science,Social Sciences
https://openalex.org/W2030864464,https://doi.org/10.2307/2295806,A Note on the Cobb-Douglas Function,1963,"b'[{""id"":""https://openalex.org/T11742"",""display_name"":""Economic Theory and Policy"",""score"":0.8272,""subfield"":{""id"":""https://openalex.org/subfields/2000"",""display_name"":""General Economics, Econometrics and Finance""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",A Note on the Cobb-Douglas Function,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Pittsburgh""],""affiliations"":[{""raw_affiliation_string"":""Pittsburgh"",""institution_ids"":[]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5080138304"",""display_name"":""Ferdinand K. Levy"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Ferdinand K. Levy"",""raw_affiliation_strings"":[""Pittsburgh""],""affiliations"":[{""raw_affiliation_string"":""Pittsburgh"",""institution_ids"":[]}]}]'",116,"b'[{""id"":""https://openalex.org/keywords/cobb"",""display_name"":""CobB"",""score"":0.83058447}]'",b'[]',"b'[""General Economics, Econometrics and Finance""]'",Computer Science Applications,Computer Vision and Pattern Recognition,Computer Science,Computer Science
https://openalex.org/W2318978523,https://doi.org/10.2307/1952117,Comments on the Theory of Organizations,1952,"b'[{""id"":""https://openalex.org/T10785"",""display_name"":""Economic Theory and Institutions"",""score"":0.9913,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10344"",""display_name"":""Management and Organizational Studies"",""score"":0.9685,""subfield"":{""id"":""https://openalex.org/subfields/1407"",""display_name"":""Organizational Behavior and Human Resource Management""},""field"":{""id"":""https://openalex.org/fields/14"",""display_name"":""Business, Management and Accounting""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T12730"",""display_name"":""Weber, Simmel, Sociological Theory"",""score"":0.9509,""subfield"":{""id"":""https://openalex.org/subfields/3312"",""display_name"":""Sociology and Political Science""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Comments on the Theory of Organizations,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",100,"b'[{""id"":""https://openalex.org/keywords/spell"",""display_name"":""Spell"",""score"":0.6874751},{""id"":""https://openalex.org/keywords/argument"",""display_name"":""Argument (complex analysis)"",""score"":0.6225219},{""id"":""https://openalex.org/keywords/sketch"",""display_name"":""Sketch"",""score"":0.59365046},{""id"":""https://openalex.org/keywords/scope"",""display_name"":""Scope (computer science)"",""score"":0.5466058},{""id"":""https://openalex.org/keywords/organizational-theory"",""display_name"":""Organizational theory"",""score"":0.5178907},{""id"":""https://openalex.org/keywords/section"",""display_name"":""Section (typography)"",""score"":0.5023489}]'",b'[]',"b'[""Organizational Behavior and Human Resource Management"",""Sociology and Political Science"",""Economics and Econometrics""]'",Mechanical Engineering,Mechanical Engineering,Engineering,Engineering
https://openalex.org/W2318978523,https://doi.org/10.2307/1952117,Comments on the Theory of Organizations,1952,"b'[{""id"":""https://openalex.org/T10785"",""display_name"":""Economic Theory and Institutions"",""score"":0.9913,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10344"",""display_name"":""Management and Organizational Studies"",""score"":0.9685,""subfield"":{""id"":""https://openalex.org/subfields/1407"",""display_name"":""Organizational Behavior and Human Resource Management""},""field"":{""id"":""https://openalex.org/fields/14"",""display_name"":""Business, Management and Accounting""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T12730"",""display_name"":""Weber, Simmel, Sociological Theory"",""score"":0.9509,""subfield"":{""id"":""https://openalex.org/subfields/3312"",""display_name"":""Sociology and Political Science""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Comments on the Theory of Organizations,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",100,"b'[{""id"":""https://openalex.org/keywords/spell"",""display_name"":""Spell"",""score"":0.6874751},{""id"":""https://openalex.org/keywords/argument"",""display_name"":""Argument (complex analysis)"",""score"":0.6225219},{""id"":""https://openalex.org/keywords/sketch"",""display_name"":""Sketch"",""score"":0.59365046},{""id"":""https://openalex.org/keywords/scope"",""display_name"":""Scope (computer science)"",""score"":0.5466058},{""id"":""https://openalex.org/keywords/organizational-theory"",""display_name"":""Organizational theory"",""score"":0.5178907},{""id"":""https://openalex.org/keywords/section"",""display_name"":""Section (typography)"",""score"":0.5023489}]'",b'[]',"b'[""Organizational Behavior and Human Resource Management"",""Sociology and Political Science"",""Economics and Econometrics""]'",Mechanical Engineering,Mechanical Engineering,Engineering,Engineering
https://openalex.org/W2318978523,https://doi.org/10.2307/1952117,Comments on the Theory of Organizations,1952,"b'[{""id"":""https://openalex.org/T10785"",""display_name"":""Economic Theory and Institutions"",""score"":0.9913,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10344"",""display_name"":""Management and Organizational Studies"",""score"":0.9685,""subfield"":{""id"":""https://openalex.org/subfields/1407"",""display_name"":""Organizational Behavior and Human Resource Management""},""field"":{""id"":""https://openalex.org/fields/14"",""display_name"":""Business, Management and Accounting""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T12730"",""display_name"":""Weber, Simmel, Sociological Theory"",""score"":0.9509,""subfield"":{""id"":""https://openalex.org/subfields/3312"",""display_name"":""Sociology and Political Science""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Comments on the Theory of Organizations,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Institute of Technology"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",100,"b'[{""id"":""https://openalex.org/keywords/spell"",""display_name"":""Spell"",""score"":0.6874751},{""id"":""https://openalex.org/keywords/argument"",""display_name"":""Argument (complex analysis)"",""score"":0.6225219},{""id"":""https://openalex.org/keywords/sketch"",""display_name"":""Sketch"",""score"":0.59365046},{""id"":""https://openalex.org/keywords/scope"",""display_name"":""Scope (computer science)"",""score"":0.5466058},{""id"":""https://openalex.org/keywords/organizational-theory"",""display_name"":""Organizational theory"",""score"":0.5178907},{""id"":""https://openalex.org/keywords/section"",""display_name"":""Section (typography)"",""score"":0.5023489}]'",b'[]',"b'[""Organizational Behavior and Human Resource Management"",""Sociology and Political Science"",""Economics and Econometrics""]'",Mechanical Engineering,Mechanical Engineering,Engineering,Engineering
https://openalex.org/W2326276345,https://doi.org/10.2307/2087661,A Formal Theory of Interaction in Social Groups,1952,"b'[{""id"":""https://openalex.org/T12592"",""display_name"":""Opinion Dynamics and Social Influence"",""score"":0.5794,""subfield"":{""id"":""https://openalex.org/subfields/3109"",""display_name"":""Statistical and Nonlinear Physics""},""field"":{""id"":""https://openalex.org/fields/31"",""display_name"":""Physics and Astronomy""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}}]'",A Formal Theory of Interaction in Social Groups,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",99,b'[]',b'[]',"b'[""Statistical and Nonlinear Physics""]'",Developmental and Educational Psychology,Experimental and Cognitive Psychology,Psychology,Psychology
https://openalex.org/W2335750597,https://doi.org/10.2307/973005,Birth of an Organization: The Economic Cooperation Administration,1953,"b'[{""id"":""https://openalex.org/T12752"",""display_name"":""Global Peace and Security Dynamics"",""score"":0.4251,""subfield"":{""id"":""https://openalex.org/subfields/3320"",""display_name"":""Political Science and International Relations""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11168"",""display_name"":""International Development and Aid"",""score"":0.3767,""subfield"":{""id"":""https://openalex.org/subfields/3303"",""display_name"":""Development""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Birth of an Organization: The Economic Cooperation Administration,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",84,b'[]',b'[]',"b'[""Development"",""Political Science and International Relations""]'",Artificial Intelligence,Experimental and Cognitive Psychology,Computer Science,Psychology
https://openalex.org/W2328707576,https://doi.org/10.2307/972716,"A Comment on ""The Science of Public Administration""",1947,"b'[{""id"":""https://openalex.org/T10213"",""display_name"":""Public Policy and Administration Research"",""score"":0.6699,""subfield"":{""id"":""https://openalex.org/subfields/3321"",""display_name"":""Public Administration""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'","A Comment on ""The Science of Public Administration""","b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",78,b'[]',b'[]',"b'[""Public Administration""]'",Artificial Intelligence,Developmental and Educational Psychology,Computer Science,Psychology
https://openalex.org/W2315475550,https://doi.org/10.2307/1905813,Effects of Increased Productivity upon the Ratio of Urban to Rural Population,1947,"b'[{""id"":""https://openalex.org/T13729"",""display_name"":""Korean Urban and Social Studies"",""score"":0.9664,""subfield"":{""id"":""https://openalex.org/subfields/2308"",""display_name"":""Management, Monitoring, Policy and Law""},""field"":{""id"":""https://openalex.org/fields/23"",""display_name"":""Environmental Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}}]'",Effects of Increased Productivity upon the Ratio of Urban to Rural Population,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",67,"b'[{""id"":""https://openalex.org/keywords/rural-population"",""display_name"":""Rural population"",""score"":0.44751006}]'",b'[]',"b'[""Management, Monitoring, Policy and Law""]'",Experimental and Cognitive Psychology,Experimental and Cognitive Psychology,Psychology,Psychology
