id,doi,title,publication_year,primary_topic,topics,display_name,authorships,cited_by_count,keywords,grants
https://openalex.org/W1987647348,https://doi.org/10.1145/366920.366988,Simulation of human verbal learning behavior,1962,Intelligent Tutoring Systems and Adaptive Learning,"b'[{""id"":""https://openalex.org/T11902"",""display_name"":""Intelligent Tutoring Systems and Adaptive Learning"",""score"":0.1954,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}}]'",Simulation of human verbal learning behavior,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5112798728"",""display_name"":""Edward A. Feigenbaum"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I95457486"",""display_name"":""University of California, Berkeley"",""ror"":""https://ror.org/01an7q238"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I95457486""]},{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Edward A. Feigenbaum"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, PA"",""The RAND Corp., Santa Monica, CA; and Univ. of California, Berkeley; and Carnegie Institute of Technology, Pittsburgh, PA"",""Univ. of California, Berkeley""],""affiliations"":[{""raw_affiliation_string"":""The RAND Corp., Santa Monica, CA; and Univ. of California, Berkeley; and Carnegie Institute of Technology, Pittsburgh, PA"",""institution_ids"":[]},{""raw_affiliation_string"":""Univ. of California, Berkeley"",""institution_ids"":[""https://openalex.org/I95457486""]},{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, PA"",""institution_ids"":[""https://openalex.org/I196817621""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I95457486"",""display_name"":""University of California, Berkeley"",""ror"":""https://ror.org/01an7q238"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I95457486""]},{""id"":""https://openalex.org/I196817621"",""display_name"":""Carnegie Institution for Science"",""ror"":""https://ror.org/04jr01610"",""country_code"":""US"",""type"":""nonprofit"",""lineage"":[""https://openalex.org/I196817621""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Institute of Technology, Pittsburgh, PA"",""The RAND Corp., Santa Monica, CA; and Univ. of California, Berkeley; and Carnegie Institute of Technology, Pittsburgh, PA"",""Univ. of California, Berkeley""],""affiliations"":[{""raw_affiliation_string"":""The RAND Corp., Santa Monica, CA; and Univ. of California, Berkeley; and Carnegie Institute of Technology, Pittsburgh, PA"",""institution_ids"":[]},{""raw_affiliation_string"":""Univ. of California, Berkeley"",""institution_ids"":[""https://openalex.org/I95457486""]},{""raw_affiliation_string"":""Carnegie Institute of Technology, Pittsburgh, PA"",""institution_ids"":[""https://openalex.org/I196817621""]}]}]'",5,b'[]',b'[]'
https://openalex.org/W2921217055,https://doi.org/10.4324/9781315127705-1,What Is Public Administration?,2017,Public Policy and Administration Research,"b'[{""id"":""https://openalex.org/T10213"",""display_name"":""Public Policy and Administration Research"",""score"":0.0631,""subfield"":{""id"":""https://openalex.org/subfields/3321"",""display_name"":""Public Administration""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",What Is Public Administration?,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]},{""author_position"":""middle"",""author"":{""id"":""https://openalex.org/A5031526783"",""display_name"":""Donald W. Smithburg"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Donald W. Smithburg"",""raw_affiliation_strings"":[],""affiliations"":[]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5071359623"",""display_name"":""Victor A. Thompson"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Victor A. Thompson"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",5,b'[]',b'[]'
https://openalex.org/W4251636316,https://doi.org/10.1057/9780230226203.2091,bounded rationality,2011,Economic theories and models,"b'[{""id"":""https://openalex.org/T12137"",""display_name"":""Economic theories and models"",""score"":0.5792,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10785"",""display_name"":""Economic Theory and Institutions"",""score"":0.5627,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10315"",""display_name"":""Decision-Making and Behavioral Economics"",""score"":0.5624,""subfield"":{""id"":""https://openalex.org/subfields/1800"",""display_name"":""General Decision Sciences""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",bounded rationality,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",5,"b'[{""id"":""https://openalex.org/keywords/bounded-rationality"",""display_name"":""Bounded rationality"",""score"":0.9373388},{""id"":""https://openalex.org/keywords/theme"",""display_name"":""Theme (computing)"",""score"":0.64393365},{""id"":""https://openalex.org/keywords/rational-planning-model"",""display_name"":""Rational planning model"",""score"":0.4122593}]'",b'[]'
https://openalex.org/W4252580914,https://doi.org/10.1037/13978-004,Heuristic problem solving.,2012,Complex Systems and Decision Making,"b'[{""id"":""https://openalex.org/T11810"",""display_name"":""Complex Systems and Decision Making"",""score"":0.1004,""subfield"":{""id"":""https://openalex.org/subfields/1803"",""display_name"":""Management Science and Operations Research""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Heuristic problem solving.,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",5,b'[]',"b'[{""funder"":""https://openalex.org/F4320307890"",""funder_display_name"":""RAND Corporation"",""award_id"":null}]'"
https://openalex.org/W4253928547,https://doi.org/10.1057/9780230226203.2055,behavioural economics,2011,Economic Theory and Institutions,"b'[{""id"":""https://openalex.org/T10785"",""display_name"":""Economic Theory and Institutions"",""score"":0.7458,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",behavioural economics,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",5,"b'[{""id"":""https://openalex.org/keywords/phrase"",""display_name"":""Phrase"",""score"":0.62452614},{""id"":""https://openalex.org/keywords/behavioural-economics"",""display_name"":""Behavioural economics"",""score"":0.56625533}]'",b'[]'
https://openalex.org/W2069368075,https://doi.org/10.1207/s15516709cog1802_6,Reply to Touretzky and Pomerleau: Reconstructing Physical Symbol Systems,1994,Child and Animal Learning Development,"b'[{""id"":""https://openalex.org/T10656"",""display_name"":""Child and Animal Learning Development"",""score"":0.9851,""subfield"":{""id"":""https://openalex.org/subfields/3204"",""display_name"":""Developmental and Educational Psychology""},""field"":{""id"":""https://openalex.org/fields/32"",""display_name"":""Psychology""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T13083"",""display_name"":""Advanced Text Analysis Techniques"",""score"":0.9806,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T10826"",""display_name"":""Behavioral and Psychological Studies"",""score"":0.9355,""subfield"":{""id"":""https://openalex.org/subfields/3204"",""display_name"":""Developmental and Educational Psychology""},""field"":{""id"":""https://openalex.org/fields/32"",""display_name"":""Psychology""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Reply to Touretzky and Pomerleau: Reconstructing Physical Symbol Systems,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5035833855"",""display_name"":""Alonso Vera"",""orcid"":""https://orcid.org/0000-0002-0728-3192""},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Alonso H. Vera"",""raw_affiliation_strings"":[""Carnegie Mellon University""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Mellon University"",""institution_ids"":[""https://openalex.org/I74973139""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Mellon University""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Mellon University"",""institution_ids"":[""https://openalex.org/I74973139""]}]}]'",12,"b'[{""id"":""https://openalex.org/keywords/symbol"",""display_name"":""Symbol (formal)"",""score"":0.7605704}]'",b'[]'
https://openalex.org/W1989286283,https://doi.org/10.1109/mahc.1998.667311,Allen Newell: 1927-1992,1998,"Media, Communication, and Education","b'[{""id"":""https://openalex.org/T13317"",""display_name"":""Media, Communication, and Education"",""score"":0.3225,""subfield"":{""id"":""https://openalex.org/subfields/3315"",""display_name"":""Communication""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Allen Newell: 1927-1992,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""H.A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",11,b'[]',b'[]'
https://openalex.org/W2323925384,https://doi.org/10.2307/976881,Guest Editorial: Why Public Administration?,1998,Corporate Taxation and Avoidance,"b'[{""id"":""https://openalex.org/T11508"",""display_name"":""Corporate Taxation and Avoidance"",""score"":0.5178,""subfield"":{""id"":""https://openalex.org/subfields/1402"",""display_name"":""Accounting""},""field"":{""id"":""https://openalex.org/fields/14"",""display_name"":""Business, Management and Accounting""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11461"",""display_name"":""Local Government Finance and Decentralization"",""score"":0.476,""subfield"":{""id"":""https://openalex.org/subfields/3320"",""display_name"":""Political Science and International Relations""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11770"",""display_name"":""Fiscal Policy and Economic Growth"",""score"":0.4707,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Guest Editorial: Why Public Administration?,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",11,b'[]',b'[]'
https://openalex.org/W1507104219,,Scientific discovery and inventive engineering design: cognitive and computational similarities,2001,Design Education and Practice,"b'[{""id"":""https://openalex.org/T10672"",""display_name"":""Design Education and Practice"",""score"":0.9979,""subfield"":{""id"":""https://openalex.org/subfields/2210"",""display_name"":""Mechanical Engineering""},""field"":{""id"":""https://openalex.org/fields/22"",""display_name"":""Engineering""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T10906"",""display_name"":""AI-based Problem Solving and Planning"",""score"":0.9932,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T14394"",""display_name"":""Cognitive Science and Education Research"",""score"":0.9679,""subfield"":{""id"":""https://openalex.org/subfields/2805"",""display_name"":""Cognitive Neuroscience""},""field"":{""id"":""https://openalex.org/fields/28"",""display_name"":""Neuroscience""},""domain"":{""id"":""https://openalex.org/domains/1"",""display_name"":""Life Sciences""}}]'",Scientific discovery and inventive engineering design: cognitive and computational similarities,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5065865377"",""display_name"":""Jonathan Cagan"",""orcid"":""https://orcid.org/0000-0002-3935-9219""},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Jonathan Cagan"",""raw_affiliation_strings"":[""Carnegie-Mellon University, Pittsburgh, PA.""],""affiliations"":[{""raw_affiliation_string"":""Carnegie-Mellon University, Pittsburgh, PA."",""institution_ids"":[""https://openalex.org/I74973139""]}]},{""author_position"":""middle"",""author"":{""id"":""https://openalex.org/A5047454028"",""display_name"":""Kenneth Kotovsky"",""orcid"":""https://orcid.org/0000-0001-7199-9403""},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Kenneth Kotovsky"",""raw_affiliation_strings"":[""[Psychology Department, Carnegie Mellon University, Pittsburgh, PA]""],""affiliations"":[{""raw_affiliation_string"":""[Psychology Department, Carnegie Mellon University, Pittsburgh, PA]"",""institution_ids"":[""https://openalex.org/I74973139""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Department of Computer Science and Psychology, Carnegie Mellon University, Pittsburgh, PA""],""affiliations"":[{""raw_affiliation_string"":""Department of Computer Science and Psychology, Carnegie Mellon University, Pittsburgh, PA"",""institution_ids"":[""https://openalex.org/I74973139""]}]}]'",10,"b'[{""id"":""https://openalex.org/keywords/scientific-discovery"",""display_name"":""Scientific discovery"",""score"":0.420462}]'",b'[]'
https://openalex.org/W80321630,https://doi.org/10.1016/b0-08-043076-7/01953-7,Rationality in Society,2001,Decision-Making and Behavioral Economics,"b'[{""id"":""https://openalex.org/T10315"",""display_name"":""Decision-Making and Behavioral Economics"",""score"":0.9945,""subfield"":{""id"":""https://openalex.org/subfields/1800"",""display_name"":""General Decision Sciences""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10778"",""display_name"":""Philosophy and History of Science"",""score"":0.982,""subfield"":{""id"":""https://openalex.org/subfields/1207"",""display_name"":""History and Philosophy of Science""},""field"":{""id"":""https://openalex.org/fields/12"",""display_name"":""Arts and Humanities""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T11303"",""display_name"":""Bayesian Modeling and Causal Inference"",""score"":0.9717,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}}]'",Rationality in Society,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""H.A. Simon"",""raw_affiliation_strings"":[""Carnegie Mellon University , Pittsburgh, Pennsylvania, USA""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Mellon University , Pittsburgh, Pennsylvania, USA"",""institution_ids"":[""https://openalex.org/I74973139""]}]}]'",10,b'[]',b'[]'
https://openalex.org/W185827911,https://doi.org/10.1007/978-3-322-91734-8_6,Kognitive Grenzen der Rationalität,1976,Corporate Governance and Management,"b'[{""id"":""https://openalex.org/T10910"",""display_name"":""Corporate Governance and Management"",""score"":0.9174,""subfield"":{""id"":""https://openalex.org/subfields/1408"",""display_name"":""Strategy and Management""},""field"":{""id"":""https://openalex.org/fields/14"",""display_name"":""Business, Management and Accounting""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Kognitive Grenzen der Rationalität,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108337915"",""display_name"":""James G. March"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""James G. March"",""raw_affiliation_strings"":[""Graduate School of Industrial Administration Carnegie Institute of Technology, Carnegie-Mellon University, Pittsburgh, USA""],""affiliations"":[{""raw_affiliation_string"":""Graduate School of Industrial Administration Carnegie Institute of Technology, Carnegie-Mellon University, Pittsburgh, USA"",""institution_ids"":[""https://openalex.org/I74973139""]}]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Graduate School of Industrial Administration Carnegie Institute of Technology, Carnegie-Mellon University, Pittsburgh, USA""],""affiliations"":[{""raw_affiliation_string"":""Graduate School of Industrial Administration Carnegie Institute of Technology, Carnegie-Mellon University, Pittsburgh, USA"",""institution_ids"":[""https://openalex.org/I74973139""]}]}]'",8,b'[]',b'[]'
https://openalex.org/W1983591280,https://doi.org/10.1007/978-94-010-9521-1_2,Statistical Tests as a Basis for ‘Yes—No’ Choices,1977,Advanced Statistical Methods and Models,"b'[{""id"":""https://openalex.org/T11871"",""display_name"":""Advanced Statistical Methods and Models"",""score"":0.6895,""subfield"":{""id"":""https://openalex.org/subfields/2613"",""display_name"":""Statistics and Probability""},""field"":{""id"":""https://openalex.org/fields/26"",""display_name"":""Mathematics""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T11875"",""display_name"":""Statistics Education and Methodologies"",""score"":0.6146,""subfield"":{""id"":""https://openalex.org/subfields/2613"",""display_name"":""Statistics and Probability""},""field"":{""id"":""https://openalex.org/fields/26"",""display_name"":""Mathematics""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T12261"",""display_name"":""Statistical Mechanics and Entropy"",""score"":0.6095,""subfield"":{""id"":""https://openalex.org/subfields/3109"",""display_name"":""Statistical and Nonlinear Physics""},""field"":{""id"":""https://openalex.org/fields/31"",""display_name"":""Physics and Astronomy""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}}]'",Statistical Tests as a Basis for ‘Yes—No’ Choices,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[{""id"":""https://openalex.org/I74973139"",""display_name"":""Carnegie Mellon University"",""ror"":""https://ror.org/05x2bcf33"",""country_code"":""US"",""type"":""education"",""lineage"":[""https://openalex.org/I74973139""]}],""countries"":[""US""],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[""Carnegie Mellon University""],""affiliations"":[{""raw_affiliation_string"":""Carnegie Mellon University"",""institution_ids"":[""https://openalex.org/I74973139""]}]}]'",8,"b'[{""id"":""https://openalex.org/keywords/statistic"",""display_name"":""Statistic"",""score"":0.7377951},{""id"":""https://openalex.org/keywords/chi-square-test"",""display_name"":""Chi-square test"",""score"":0.56897324}]'",b'[]'
https://openalex.org/W3029724036,,Completer Science asEmp rical Inquiry: Symbols and Search,1976,"Computability, Logic, AI Algorithms","b'[{""id"":""https://openalex.org/T12002"",""display_name"":""Computability, Logic, AI Algorithms"",""score"":0.9997,""subfield"":{""id"":""https://openalex.org/subfields/1703"",""display_name"":""Computational Theory and Mathematics""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T11269"",""display_name"":""Algorithms and Data Compression"",""score"":0.981,""subfield"":{""id"":""https://openalex.org/subfields/1702"",""display_name"":""Artificial Intelligence""},""field"":{""id"":""https://openalex.org/fields/17"",""display_name"":""Computer Science""},""domain"":{""id"":""https://openalex.org/domains/3"",""display_name"":""Physical Sciences""}},{""id"":""https://openalex.org/T12029"",""display_name"":""DNA and Biological Computing"",""score"":0.9732,""subfield"":{""id"":""https://openalex.org/subfields/1312"",""display_name"":""Molecular Biology""},""field"":{""id"":""https://openalex.org/fields/13"",""display_name"":""Biochemistry, Genetics and Molecular Biology""},""domain"":{""id"":""https://openalex.org/domains/1"",""display_name"":""Life Sciences""}}]'",Completer Science asEmp rical Inquiry: Symbols and Search,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5028781753"",""display_name"":""Allen Newel"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Allen Newel"",""raw_affiliation_strings"":[],""affiliations"":[]},{""author_position"":""last"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":false,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",8,"b'[{""id"":""https://openalex.org/keywords/turing"",""display_name"":""Turing"",""score"":0.68873405},{""id"":""https://openalex.org/keywords/symbol"",""display_name"":""Symbol (formal)"",""score"":0.5173937}]'",b'[]'
https://openalex.org/W4230404785,https://doi.org/10.1057/978-1-349-95189-5_413,Behavioural Economics,2018,Decision-Making and Behavioral Economics,"b'[{""id"":""https://openalex.org/T10315"",""display_name"":""Decision-Making and Behavioral Economics"",""score"":0.8915,""subfield"":{""id"":""https://openalex.org/subfields/1800"",""display_name"":""General Decision Sciences""},""field"":{""id"":""https://openalex.org/fields/18"",""display_name"":""Decision Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10785"",""display_name"":""Economic Theory and Institutions"",""score"":0.8733,""subfield"":{""id"":""https://openalex.org/subfields/2002"",""display_name"":""Economics and Econometrics""},""field"":{""id"":""https://openalex.org/fields/20"",""display_name"":""Economics, Econometrics and Finance""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}},{""id"":""https://openalex.org/T10646"",""display_name"":""Experimental Behavioral Economics Studies"",""score"":0.8415,""subfield"":{""id"":""https://openalex.org/subfields/3311"",""display_name"":""Safety Research""},""field"":{""id"":""https://openalex.org/fields/33"",""display_name"":""Social Sciences""},""domain"":{""id"":""https://openalex.org/domains/2"",""display_name"":""Social Sciences""}}]'",Behavioural Economics,"b'[{""author_position"":""first"",""author"":{""id"":""https://openalex.org/A5108357701"",""display_name"":""Herbert A. Simon"",""orcid"":null},""institutions"":[],""countries"":[],""is_corresponding"":true,""raw_author_name"":""Herbert A. Simon"",""raw_affiliation_strings"":[],""affiliations"":[]}]'",5,b'[]',b'[]'
